split,x,y,target
test,0.9051269293,-0.2896647453,1.4587279558
test,0.4134063721,0.0240718126,2.6216495037
test,0.4286017418,-0.6107003689,3.8493492603
test,-0.5923670530,-0.2083102465,0.4005970061
test,0.5604649782,0.3543504477,3.0270142555
test,0.0231485367,0.6487852335,1.6381727457
test,0.8774011135,-0.7047619820,2.3926291466
test,-0.8972133398,-0.9659414291,1.8509733677
test,0.0038065910,-0.1062736511,1.0235249996
test,0.6784701347,-0.3240082264,2.5905616283
test,-0.9943231344,0.4400194883,1.1921802759
test,-0.3362596035,-0.2303847075,0.4415304959
test,0.1299037933,-0.7338793278,2.5483584404
test,0.7182190418,0.9818074703,5.6860370636
test,-0.0687997341,0.9770444632,2.0962586403
test,0.4118330479,-0.5589957237,3.5764141083
test,-0.6191655397,-0.3316738605,0.4401099086
test,0.6436735392,-0.7096164227,4.0690460205
test,0.0155483484,0.3617451191,1.1968423128
test,0.4312777519,-0.8167814016,5.1753988266
test,-0.5483536720,-0.5067702532,0.4811057746
test,0.7920578718,-0.4084993601,2.1698491573
test,-0.2965370417,-0.5370107889,0.5979823470
test,0.1092566252,0.6100592613,2.0313730240
test,0.2880409956,-0.6703314781,3.4408285618
test,-0.5668138266,0.7034546137,0.6168045998
test,-0.0904593468,-0.7348991632,1.2965413332
test,-0.3121045828,0.5429916382,0.5851196647
test,-0.4426263571,0.2749160528,0.4032409489
test,0.5557674170,-0.0810222626,2.6946182251
test,-0.8551864624,-0.5767760277,0.8987572193
test,-0.0478839874,0.1193423271,0.8731720448
test,0.3180710077,0.9963170290,6.2570757866
test,0.4813748598,-0.2236491442,2.8528187275
test,-0.3896807432,0.7814874649,0.7190546393
test,-0.0297459364,0.4213564396,1.0878764391
test,-0.3627396822,-0.5855517387,0.5680264235
test,-0.2519088984,0.3498007059,0.5548962951
test,-0.5417654514,0.7605336905,0.6616670489
test,-0.6647335291,0.9881197214,1.1133067608
test,-0.3761308193,-0.0573436022,0.3977447152
test,-0.8945915699,-0.3694800138,0.8281048536
test,0.4023710489,0.5286560059,3.4308536053
test,-0.1177703142,-0.3798887730,0.8046987653
test,-0.9311462641,0.2157946825,0.8453029990
test,-0.1971690655,0.0103766918,0.5596412420
test,0.0405589342,-0.7639657259,2.0354537964
test,0.8018016815,0.3257690668,1.9923646450
test,0.4811778069,0.8544828892,5.6315979958
test,-0.1953526735,-0.2853388786,0.6098799706
test,0.1824300289,0.7899378538,3.2099602222
test,-0.7047501802,-0.4687348604,0.5596503019
test,0.1792707443,-0.3315190077,1.9036933184
test,0.5692708492,0.5602355003,3.6337954998
test,0.0166647434,0.3176120520,1.1655666828
test,-0.0219664574,0.5932542086,1.3270993233
test,-0.6536128521,0.7296401262,0.7022810578
test,-0.8673032522,0.8629275560,1.4045755863
test,0.0597361326,0.0188326836,1.2055327892
test,-0.7394800186,-0.9372694492,1.1599631310
test,0.8977265358,0.8746018410,2.9468297958
test,-0.1394995451,-0.0488239527,0.6557521224
test,-0.2059320211,-0.6878237724,0.8783961535
test,-0.8147124052,-0.3324154615,0.6445017457
test,0.4493188858,-0.6840313673,4.2855558395
test,-0.0919454098,-0.0195696354,0.7524114847
test,0.8127579689,0.9380582571,4.1990132332
test,-0.9133895636,-0.7044696808,1.2554925680
test,0.2002738714,-0.8371701241,3.6303715706
test,0.5769125223,-0.9242806435,6.2043113708
test,-0.2666661739,0.7763123512,0.8689385056
test,0.9392511845,-0.4814821482,1.5242716074
test,-0.2490363121,-0.1904776096,0.5123839378
test,0.6157538891,-0.8444221020,5.1947727203
test,0.9222381115,0.0390272141,1.2755742073
test,-0.4334654808,-0.6066139936,0.5432132483
test,-0.2604396343,0.0896806717,0.4858424962
test,-0.4936536551,0.5409168005,0.4930176437
test,0.5328060389,-0.4180020094,3.2201225758
test,-0.3284709454,-0.7762011290,0.7742978334
test,-0.4473400116,-0.8286602497,0.7410636544
test,-0.7152658701,0.3279371262,0.5104997754
test,-0.4622484446,0.2357128859,0.3916390538
test,0.0046510696,-0.5150812864,1.3230239153
test,0.6746261120,-0.9806666374,6.1408319473
test,-0.9968856573,0.4089592695,1.1705385447
test,-0.0135099888,0.2270647287,1.0091700554
test,0.4327480793,0.5840883255,3.7393908501
test,-0.2957785130,0.0498448610,0.4499286711
test,-0.3456841707,-0.8042430878,0.7882323265
test,0.8293652534,-0.2476805449,1.7719885111
test,-0.3733097315,-0.5776712894,0.5553646684
test,-0.3073469400,0.5185307264,0.5749381185
test,-0.1909922361,0.6971881390,0.9244211316
test,0.4862530231,0.2744908333,2.9282729626
test,0.1898480654,-0.9026331902,3.9607574940
test,0.6746764183,-0.2663758993,2.5196673870
test,0.5554581881,0.0593806505,2.6868965626
test,-0.3097127676,-0.2825864553,0.4739194214
test,-0.6217367649,0.7991871834,0.7489718199
test,0.2246659994,0.9395333529,4.6245207787
test,0.0643490553,-0.1287677288,1.2427983284
test,-0.8761365414,0.1328191757,0.6964626312
test,0.8481822014,-0.0512627363,1.5867679119
test,-0.7073054314,0.0795644522,0.4543059170
test,-0.5071218014,0.1043305397,0.3719987273
test,0.6323143244,0.2192565203,2.6193239689
test,-0.6323684454,0.0441849232,0.4013899565
test,-0.1707690954,-0.9963161945,1.6185430288
test,0.9597516060,-0.5651437044,1.5612624884
test,0.2514775991,0.8791062832,4.4070668221
test,0.1422426701,0.1462129354,1.5738453865
test,0.4659955502,0.8212969303,5.3059453964
test,0.6381555796,0.0704225302,2.4898896217
test,-0.8444795609,-0.7862062454,1.1603784561
test,-0.5283203125,0.8642654419,0.7795098424
test,0.1532545090,-0.7112358809,2.6351313591
test,0.6351906061,-0.3845021725,2.8834819794
test,0.3793326616,0.8953666687,5.6445136070
test,-0.9845560789,-0.3629907370,1.0868276358
test,0.6329264641,-0.1509919167,2.5519635677
test,0.7949813604,0.4720716476,2.2780475616
test,-0.7104564905,-0.0637158155,0.4560214877
test,0.9323978424,-0.2788515091,1.3344825506
test,0.7414379120,-0.6029546261,2.9725589752
test,-0.4050080776,0.3492808342,0.4343939722
test,0.8677300215,-0.3354132175,1.6756219864
test,0.4174197912,0.3527386189,2.9771308899
test,-0.7221201658,-0.8332493305,0.9305810928
test,-0.6429424286,0.6908642054,0.6547124386
test,-0.2824048996,0.1646184921,0.4732138515
test,0.5076321363,0.2870243788,2.9508569241
test,-0.4346559048,0.5663920641,0.5177809000
test,-0.3528540134,0.9534268379,1.0140796900
test,0.1298015118,0.4423794746,1.8080974817
test,0.4216853380,0.2890642881,2.8675112724
test,-0.1178244352,0.2787109613,0.7527053952
test,-0.8738441467,0.9336099625,1.6251366138
test,-0.0401346684,0.5886685848,1.2470462322
test,-0.3851003647,-0.8592520952,0.8209924698
test,-0.4151633978,-0.2132492065,0.3988309801
test,0.5051082373,-0.5961885452,3.8779711723
test,0.1397180557,-0.5656824112,2.1063871384
test,0.2872340679,-0.3062919378,2.4075610638
test,0.0622580051,0.2659372091,1.3035186529
test,-0.7040387392,-0.8307873011,0.8946822882
test,-0.0269229412,0.5114083290,1.1937007904
test,-0.4405719042,0.6365088224,0.5613117218
test,-0.8978015184,0.2046161890,0.7605523467
test,0.7953008413,-0.6801550388,2.8929450512
test,0.8727906942,-0.0948339701,1.4889631271
test,-0.1987278461,0.4501912594,0.6825802922
test,-0.5117489100,0.5718451738,0.5105268359
test,0.4073626995,0.0888434649,2.6269998550
test,0.3538501263,0.5867673159,3.4581313133
test,0.5391246080,0.6272237301,3.9982838631
test,-0.7809416056,0.2862932682,0.5751190782
test,-0.3745249510,-0.6020052433,0.5706968307
test,0.4362391233,-0.4338026047,3.2161645889
test,0.2296110392,0.8039301634,3.6939582825
test,-0.6495395899,-0.1530913115,0.4196957350
test,-0.5340874195,-0.8211798668,0.7261961699
test,-0.1292446852,0.2925728559,0.7339090109
test,0.4279779196,0.8413420916,5.3782753944
test,-0.2063310146,-0.9092003107,1.2496784925
test,0.2194744349,0.7743725777,3.4411435127
test,0.8057817221,-0.2876565456,1.9265683889
test,-0.5987073183,-0.7710387707,0.6992109418
test,0.1438509226,0.9680589437,3.9504625797
test,-0.1041398048,0.8296986818,1.4434561729
test,0.1618357897,0.9328941107,3.8848755360
test,0.1896120310,0.9611779451,4.4146914482
test,0.3165043592,0.8284997940,4.5942459106
test,0.2865043879,0.5617111921,3.0008516312
test,0.4805020094,0.3706862926,3.1128318310
test,0.9893949032,0.7894630432,1.9281529188
test,0.9559302330,-0.2359604836,1.2137134075
test,0.4226589203,-0.9667328596,6.7207450867
test,-0.2615759373,0.6162821054,0.7028967738
test,0.7814999819,-0.1639657021,1.9360904694
test,-0.5853319168,-0.7022297382,0.6242807508
test,0.0328463316,-0.6485967636,1.6882364750
test,-0.5878041983,0.9086548090,0.8723698258
test,0.2580658197,-0.6223790646,3.0408935547
test,-0.6192977428,-0.2921078205,0.4294459522
test,0.5958657265,-0.3166795969,2.8727669716
test,0.1075307131,-0.2638651133,1.4933974743
test,-0.6295258999,0.8603568077,0.8368325233
test,0.2945802212,0.4424474239,2.7037827969
test,-0.6196395159,0.0552910566,0.3956854641
test,0.5872064829,0.5305935144,3.4702775478
test,-0.1438993216,0.5569988489,0.8811005354
test,0.4986679554,0.0249851942,2.7199554443
test,-0.5236955881,0.7134956121,0.6137580872
test,-0.5841021538,-0.5749831200,0.5300985575
test,0.8163009882,-0.5061769485,2.2295887470
test,0.1600127220,0.7482780218,2.8340554237
test,-0.3033566475,0.1464400291,0.4521571100
test,0.2893985510,0.9213492870,5.1442527771
test,-0.7159205675,0.2030999660,0.4783707261
test,0.0938539505,-0.3930116892,1.5605765581
test,-0.6710882187,0.1936818361,0.4397785366
test,-0.6219468117,-0.9334222078,0.9453210831
test,-0.2245627642,-0.4291833639,0.6286349297
test,0.0926531553,0.2811083794,1.4419659376
test,0.5594161749,0.1239185333,2.7128102779
test,0.4176114798,0.5947017670,3.7447690964
test,0.2807328701,-0.1456831694,2.2104637623
test,-0.7301161289,0.0206574202,0.4726297557
test,-0.1765763760,-0.5498410463,0.7990038395
test,0.6345652342,0.1815947294,2.5726618767
test,-0.8112388849,0.3161172867,0.6319594979
test,-0.6772223711,-0.2576135397,0.4572126269
test,-0.6357806921,0.5589219332,0.5499117374
test,-0.9451854229,-0.4531447887,1.0345692635
test,0.4883574247,-0.6254923344,4.0171465874
test,0.5410927534,0.1703782082,2.7751572132
test,-0.0627653599,-0.0982924700,0.8300689459
test,-0.2708472013,-0.3978118896,0.5523274541
test,-0.0928947926,0.6118075848,1.0904560089
test,-0.1671760082,0.1481633186,0.6191344857
test,-0.2236803770,0.4003231525,0.6150624752
test,-0.7895750999,0.8236405849,1.0665431023
test,0.6222852468,-0.2509583235,2.6914758682
test,-0.6715918779,-0.8479180336,0.8700360656
test,0.9451761246,-0.7850987911,2.1984751225
test,-0.0350366831,-0.8278006315,1.7778503895
test,-0.6896103621,0.7580295801,0.7763442993
test,-0.2015815973,-0.6988985538,0.9018215537
test,0.8539025784,0.2392072678,1.6491379738
test,-0.0372645855,0.2239091396,0.9355061054
test,0.4005006552,-0.7556815147,4.5841097832
test,-0.1230205297,-0.0361059904,0.6868584156
test,-0.0603634119,-0.1566333771,0.8487686515
test,0.4515222311,0.7663761377,4.8344020844
test,0.1563725471,0.8363838196,3.2261006832
test,0.7398545742,-0.0877307653,2.0896110535
test,0.9176994562,-0.3072047234,1.4191502333
test,-0.7300364971,0.5481711626,0.6379192472
test,0.3784186840,0.0565974712,2.5373990536
test,0.6174560785,-0.6862822771,4.0701184273
test,-0.9613318443,-0.0472873449,0.8878568411
test,0.9365217686,-0.3298637867,1.3592236042
test,-0.5349606276,0.6462740898,0.5619714260
test,0.6345007420,0.1701972485,2.5625803471
test,-0.0714452267,0.8226491213,1.5748808384
test,-0.1241713762,-0.1983401775,0.7111027837
test,-0.8396005630,-0.8185595274,1.2058526278
test,-0.9353942871,-0.7655048370,1.4687674046
test,0.9744554758,-0.3150280714,1.1965075731
test,-0.1979484558,-0.0032166243,0.5584732890
test,-0.1105819941,-0.2509148121,0.7576760054
test,0.9039160013,-0.4920682907,1.7150198221
test,-0.0524988174,-0.4874361753,1.0761725903
test,-0.5894013643,-0.2808462381,0.4139781594
test,0.8868700266,0.5565994978,1.9304940701
test,-0.3992688656,0.7945703268,0.7268738747
test,0.9682998657,-0.3157334328,1.2203184366
test,-0.1214369535,0.5581640005,0.9410386086
test,0.3952457905,-0.4459251165,3.1430211067
test,0.1510891914,0.2358087301,1.6696974039
test,-0.5514132977,0.5175263882,0.4871659577
test,0.7860863209,0.1964007616,1.9370163679
test,-0.9565043449,-0.0882196426,0.8794682026
test,-0.1290627718,-0.2897696495,0.7330968380
test,0.5303099155,-0.8415218592,5.4938478470
test,0.0090955496,-0.3511408567,1.1640095711
test,0.5933905840,-0.6878560781,4.1804275513
test,0.8439030647,0.0810829401,1.6121149063
test,-0.7913873196,0.4804607630,0.6848092675
test,0.0341948271,0.0820811987,1.1207039356
test,-0.3647753000,-0.8412470818,0.8159387708
test,0.8520854712,0.5805946589,2.1929183006
test,0.0747315884,0.3328534365,1.4097561836
test,-0.4807336330,0.0795370340,0.3708926439
test,-0.0443468094,-0.0550130606,0.8729797602
test,0.3387092352,-0.6475249529,3.6460139751
test,0.5123856068,0.3924250603,3.1684434414
test,-0.6224232912,0.0982736349,0.3996007442
test,-0.4703260660,-0.5765001774,0.5151457787
test,-0.2575031519,0.4351423979,0.5861217380
test,0.0065970421,-0.1084061861,1.0330086946
test,0.8023523092,-0.8753809929,3.8500356674
test,-0.0272698402,-0.4276616573,1.1022224426
test,0.2746584415,0.9804426432,5.5899834633
test,0.0143389702,0.2729295492,1.1269586086
test,-0.6728128195,-0.0018790960,0.4247703552
test,-0.8898777962,-0.3281756639,0.7934221625
test,-0.0883188248,0.2575435638,0.8125427961
test,-0.3301060200,-0.0447033644,0.4236222208
test,0.3776439428,0.2034987211,2.6338272095
test,-0.0685992241,-0.7013157606,1.3204826117
test,0.9303032160,-0.5513242483,1.6839997768
test,-0.7497888803,-0.6503833532,0.7523323298
test,0.7938123941,-0.6445945501,2.7701508999
test,-0.3042801619,-0.6155726910,0.6453790069
test,-0.1889450550,0.5873005390,0.8070116043
test,0.7312819958,0.0749177933,2.1234755516
test,0.6754679680,0.4936565161,2.9908802509
test,-0.1616941690,-0.8946295977,1.3688229322
test,0.4321316481,0.8409433365,5.3899788857
test,-0.7608422041,0.7141326666,0.8414485455
test,0.4907039404,-0.6554497480,4.1753077507
test,-0.7690253258,0.3279680014,0.5734740496
test,-0.2085671425,0.3191338778,0.6020001769
test,0.5519429445,0.2509595156,2.8567817211
test,-0.0032768250,-0.4096664190,1.1706185341
test,0.0291560888,-0.9061301947,2.4906418324
test,0.6062039137,-0.6413953304,3.8815767765
test,-0.1730108261,0.0877649784,0.6008214951
test,-0.3815764189,0.0855563879,0.3968216479
test,0.9719500542,0.3590918779,1.2422872782
test,-0.5947113037,0.4426350594,0.4676039815
test,0.9962185621,-0.0354896784,1.0132255554
test,-0.9672540426,0.5024424791,1.1615500450
test,-0.1539051533,0.8925784826,1.3934867382
test,-0.2340772152,0.5932670832,0.7269484997
test,0.2102998495,-0.6952964067,2.9954311848
test,0.0519388914,0.5366827250,1.5690590143
test,0.6244214773,0.6749968529,3.9756736755
test,0.8102456331,0.3820141554,2.0286684036
test,0.8273861408,-0.0916085243,1.6895872355
test,-0.6133643389,0.3321526051,0.4373931885
test,-0.1847231388,0.7805174589,1.0628051758
test,-0.3291909695,0.1433925629,0.4321925938
test,0.4324768782,-0.5793293715,3.7180790901
test,0.7196872234,0.5806034803,3.0290212631
test,-0.4041773081,0.7942348719,0.7230905294
test,-0.1728250980,0.2461493015,0.6337687373
test,0.5852441788,0.1670827866,2.6973540783
test,0.6337124109,0.8736863136,5.3462119102
test,0.1162542105,-0.3212714195,1.5846654177
test,0.5210634470,-0.7575953007,4.8151254654
test,-0.4376316071,0.5061987638,0.4845044315
test,-0.0786210299,0.0664770603,0.7865709662
test,0.0120457411,0.6338970661,1.5521782637
test,-0.9975479841,-0.8354911804,1.9943982363
test,-0.6174367666,0.3201971054,0.4359688461
test,-0.6788232327,0.4295511246,0.5159276128
test,-0.1053650379,0.5342211723,0.9611642957
test,0.7901595831,-0.6555031538,2.8354341984
test,0.8935960531,0.6427584887,2.0985057354
test,0.4748795033,0.5250291824,3.5699200630
test,-0.1094237566,0.8060942888,1.3671851158
test,-0.4046123028,-0.3127144575,0.4241603017
test,-0.9012360573,0.0285247564,0.7374863029
test,-0.1707475185,0.3004435301,0.6565246582
test,-0.7760896683,0.9853485823,1.3827450275
test,0.1066538095,0.9924498796,3.7202293873
test,-0.6498929262,-0.2693134546,0.4410357475
test,-0.3499228954,-0.3406795263,0.4607802629
test,0.6704356670,0.0487785339,2.3688957691
test,0.9494309425,-0.3673290014,1.3406176567
test,0.7247684002,0.5011857748,2.7512776852
test,0.2468473911,0.2595990896,2.1542887688
test,0.1441539526,-0.1087956429,1.5673514605
test,-0.2977316380,-0.6365064383,0.6705430746
test,-0.4800820351,-0.1299045086,0.3748731017
test,0.5476913452,0.9574166536,6.7223896980
test,0.2269423008,0.1837166548,1.9893893003
test,0.6179281473,0.3130931854,2.8015706539
test,-0.6673791409,-0.3116825819,0.4640522897
test,-0.6921730042,-0.5231329203,0.5772060156
test,-0.8093384504,-0.5655769110,0.7835473418
test,0.0751047134,-0.3386366367,1.4168555737
test,0.4617811441,-0.0798747540,2.7160549164
test,0.4684336185,0.5018906593,3.4798216820
test,-0.3382942677,0.2218228579,0.4384510219
test,0.8394563198,-0.5078213215,2.0983097553
test,0.0918937922,0.0890357494,1.3399425745
test,-0.5721957684,0.1202272177,0.3829181194
test,0.8628724813,-0.8227730989,2.9878447056
test,-0.9877461195,0.9630963802,2.4328601360
test,0.3098399639,-0.2912606001,2.4883768559
test,-0.8183180094,0.3044658899,0.6391723156
test,0.5014278889,-0.9254225492,6.4006323814
test,-0.8796733618,-0.7546961308,1.2219989300
test,0.9605374336,0.7001324892,1.8475183249
test,-0.2123805285,0.9636609554,1.3632115126
test,-0.6233321428,0.1742477417,0.4083993733
test,-0.2973865271,0.4116276503,0.5300804377
test,0.7682485580,-0.7708997726,3.5244188309
test,-0.9304913282,-0.0825446844,0.8107277155
test,-0.3267035484,-0.8920669556,0.9421028495
test,0.6116588116,0.2883992195,2.7795162201
test,0.9885972738,-0.7038724422,1.7010595798
test,-0.4100371599,-0.2937349081,0.4172598720
test,0.5980942249,-0.7244824171,4.3831357956
test,0.0396174192,-0.0419005156,1.1341645718
test,0.2824122906,-0.7332354784,3.7171452045
test,0.9020847082,-0.3938310146,1.5807263851
test,0.1073690653,-0.0474780798,1.3954317570
test,-0.9114876986,0.0353103876,0.7609003186
test,0.1532503366,-0.4540474415,1.9527214766
test,0.3344937563,-0.4493933916,2.9147870541
test,-0.1319159269,0.2621755600,0.7161048651
test,-0.9800974131,-0.5169041157,1.2271629572
test,0.8800257444,-0.3802880049,1.6697404385
test,-0.7506732941,-0.2695192099,0.5310129523
test,-0.9753974676,0.8232420683,1.8230543137
test,0.2714041471,0.7645320892,3.8096234798
test,0.1278879642,0.6464647055,2.2455856800
test,-0.4087589979,-0.9315556288,0.9126499891
test,-0.9775190353,-0.7580391169,1.6554220915
test,-0.4020800591,-0.8583445549,0.8054934740
test,0.3675073385,0.8731055260,5.3491072655
test,0.8120652437,-0.6993597746,2.8457012177
test,-0.2772939205,-0.9820350409,1.2205802202
test,0.4505304098,-0.6736682653,4.2282004356
test,-0.4056270123,0.1424130201,0.3921586275
test,-0.4821852446,-0.5015646219,0.4738487005
test,0.9656010866,0.0076998472,1.1139544249
test,0.7361290455,-0.8851202726,4.5753221512
test,-0.8141257763,-0.5536818504,0.7828981280
test,-0.7450401783,0.4932609797,0.6220517755
test,-0.2707147598,0.4298580885,0.5673288107
test,-0.3302402496,-0.1340796947,0.4303533435
test,-0.6198215485,0.7361111641,0.6783288121
test,0.6836868525,0.7387889624,3.9903318882
test,0.3826191425,-0.8610458374,5.3343868256
test,0.1986277103,0.1428977251,1.8307244778
test,0.1182780266,-0.0659706593,1.4440352917
test,0.3604916334,0.2231553793,2.5994033813
test,-0.8482270241,-0.3608468771,0.7198332548
test,0.9182335138,0.4417285919,1.5670349598
test,0.1639726162,-0.2209604979,1.7185416222
test,-0.8025503159,0.7126795053,0.9292546511
test,0.9554455280,-0.3767323494,1.3250398636
test,0.7143485546,0.4247999191,2.6173527241
test,-0.3612638712,0.7444227934,0.7030373812
test,0.0175771713,-0.7912384272,1.9763475657
test,-0.2117804289,0.8794721365,1.1690063477
test,-0.3042000532,0.2075203657,0.4613319933
test,-0.6035497189,0.7407398224,0.6710874438
test,0.2428776026,-0.6188167334,2.9271910191
test,-0.6762717962,-0.3687603474,0.4894066453
test,0.5779416561,0.1198155880,2.6765451431
test,0.8062952757,0.9785386324,4.6145248413
test,-0.5768204927,-0.2927720547,0.4125889838
test,-0.8119889498,-0.9640176296,1.4512505531
test,-0.8267153502,0.9361838102,1.4312441349
test,0.0325529575,-0.2754030228,1.1947498322
test,-0.2686440945,-0.1383596659,0.4828042686
test,0.7966042757,0.2176784277,1.9036366940
test,0.3957035542,-0.3576878309,2.9292299747
test,0.2554738522,-0.6968321800,3.3358798027
test,-0.4564892054,0.5211820602,0.4872191548
test,-0.2680075169,-0.0339748859,0.4748280644
test,0.1184557676,0.8350414038,2.8889808655
test,-0.0019226074,-0.3463276625,1.1206432581
test,0.9224408865,0.5666241646,1.7547357082
test,-0.2042450905,-0.1907129288,0.5699819326
test,0.4791866541,-0.2959109545,2.9607017040
test,-0.2124798298,0.7896082401,1.0044467449
test,-0.3303505182,0.7609941959,0.7541304827
test,-0.8153579235,0.1388578415,0.5893110633
test,0.7333822250,0.5834647417,2.9549248219
test,0.9922814369,-0.1114561558,1.0373492241
test,0.2074054480,0.8116416931,3.5438315868
test,0.2967211008,-0.9822610617,5.8576951027
test,0.6837575436,-0.5767890215,3.2240214348
test,-0.2800664902,0.1244330406,0.4699340761
test,-0.0246706009,0.3412809372,1.0398175716
test,-0.1492871046,0.5786521435,0.8894468546
test,-0.7560216188,0.5573980808,0.6818731427
test,-0.2923921347,-0.9142996073,1.0420657396
test,0.1536319256,-0.9252171516,3.7439978123
test,0.4088467360,0.2044556141,2.7212152481
test,-0.5688251257,0.8243035078,0.7428664565
test,-0.1789298058,-0.4713859558,0.7328748703
test,0.0963093042,-0.0249584913,1.3479598761
test,0.4909658432,-0.0578191280,2.7262861729
test,-0.7745645046,0.2861557007,0.5663162470
test,0.2540091276,0.0088807344,2.0463042259
test,-0.8552989960,-0.4702450037,0.8041536808
test,0.2522740364,-0.0435670614,2.0422220230
test,0.2092449665,-0.0626403093,1.8495732546
test,0.7334222794,-0.2765830755,2.2692649364
test,0.9887146950,0.2669985294,1.1126388311
test,0.4995833635,-0.4367948771,3.2896757126
test,-0.6109412909,-0.7913978100,0.7308372259
test,-0.3145413399,-0.0013523102,0.4338685870
test,-0.5264941454,0.7786633968,0.6769070029
test,-0.4635893106,0.6580934525,0.5709932446
test,-0.8230654001,-0.7941110134,1.1084264517
test,-0.8507044315,-0.4468272924,0.7769627571
test,0.7682379484,-0.2400480509,2.0607647896
test,-0.4342329502,0.8757517338,0.8091343641
test,-0.6456408501,0.2524343729,0.4345618784
test,-0.3380517960,-0.2883059978,0.4537443221
test,-0.5182962418,-0.7022966146,0.6034283042
test,0.2536092997,0.4703135490,2.5504601002
test,-0.9200868607,-0.1444382668,0.7964721918
test,-0.8188772202,-0.4091937542,0.6897940636
test,0.8958294392,-0.8194338083,2.6991117001
test,0.9819191694,-0.0737200975,1.0641821623
test,0.3741117716,-0.7375591993,4.3353471756
test,0.3249862194,-0.6406376362,3.5361342430
test,0.8975055218,-0.5864280462,1.9354857206
test,0.1378730536,-0.6977230310,2.4757447243
test,-0.8591976166,0.0695868731,0.6549369097
test,0.8169517517,0.4495502710,2.1085131168
test,0.5652835369,0.8147020340,5.1695265770
test,0.5683652163,0.8603355885,5.5689220428
test,0.5976086855,-0.5204293728,3.4014365673
test,0.1409212351,-0.2994526625,1.6787813902
test,-0.1219199896,0.9897679090,1.8329275846
test,0.7079294920,-0.4088449478,2.6150393486
test,0.0088908672,-0.7586677074,1.8285156488
test,-0.1923961639,-0.3813259602,0.6551546454
test,0.3242584467,-0.3471615314,2.6430716515
test,0.5807416439,0.4524624348,3.2307789326
test,0.9559693336,0.5641125441,1.5779216290
test,-0.5484755039,0.7401708364,0.6436672807
test,0.8217762709,-0.6358309984,2.5482017994
test,-0.8235137463,0.7382044792,1.0186436176
test,0.8531225920,0.5133439302,2.0314500332
test,-0.9945800304,0.2250713110,1.0342025757
test,0.0556287766,0.5268228054,1.5705360174
test,-0.0816003084,-0.1901338100,0.8046036959
test,-0.8244329691,0.9886932373,1.5738072395
test,-0.9944275618,-0.5970869064,1.4035537243
test,0.0373109579,-0.6686890125,1.7578519583
test,-0.7274237871,0.3081437349,0.5166001320
test,0.3553758860,-0.9872839451,6.5095868111
test,0.6828111410,-0.0122848749,2.3157043457
test,0.1509627104,-0.8427307606,3.2119503021
test,-0.3014521599,0.6918141842,0.7167105675
test,-0.2068953514,-0.5806316137,0.7648785710
test,-0.3979437351,0.4778450727,0.4864094257
test,0.1069018841,0.9352306128,3.3341600895
test,-0.0240081549,-0.6034059525,1.3347531557
test,0.0381654501,-0.5915070772,1.5991845131
test,-0.3257095814,0.5328210592,0.5655794144
test,0.1283919811,0.4910653830,1.8844797611
test,-0.8911929131,0.5995382071,1.0245326757
test,-0.8926012516,-0.1398866177,0.7323700786
test,-0.9616920948,0.9541559219,2.2041811943
test,0.1885848045,0.6230775118,2.5770008564
test,-0.6728122234,0.7210751772,0.7144361138
test,-0.5506206751,-0.5959615707,0.5314154625
test,-0.9726480246,0.1090635061,0.9287385345
test,0.4938668013,-0.7602629662,4.8443551064
test,-0.3710170984,-0.4260166883,0.4782944620
test,0.2424993515,-0.1120066643,2.0193896294
test,0.9347416162,0.8811095953,2.6642858982
test,-0.8997255564,0.4422448874,0.8920292854
test,0.3349865675,0.5218203068,3.1296057701
test,0.8709924221,-0.5317653418,1.9680807590
test,-0.3554340601,0.8399505615,0.8243915439
test,-0.2440091372,-0.0805246830,0.5029875636
test,0.2419476509,0.4208060503,2.3775544167
test,-0.7050406933,0.1343510151,0.4576925337
test,0.5449286699,-0.7894837856,5.0195479393
test,0.0430842638,-0.1846621037,1.1841679811
test,0.4856241941,0.1115708351,2.7495255470
test,-0.3571467400,-0.1272042990,0.4127995074
test,0.1575303078,-0.5840462446,2.2615494728
test,0.8873767853,-0.9724513292,3.6405751705
test,-0.6544492245,0.0806266069,0.4155828357
test,0.6268731356,0.1114308834,2.5447397232
test,0.2070108652,0.4814583063,2.3100340366
test,0.7426550388,0.8682048321,4.3798441887
test,-0.1451948881,-0.5593882799,0.8802285194
test,0.7218060493,-0.7068974972,3.5487244129
test,-0.7891463041,-0.1127984524,0.5475505590
test,0.3422855139,0.3468471766,2.7184071541
test,0.7990566492,0.4272450209,2.1656453609
test,-0.3374344110,-0.7132050991,0.6950761676
test,0.5214236975,-0.1070904732,2.7434170246
test,-0.4466423988,0.6826237440,0.5945156813
test,-0.2343357801,-0.3631941080,0.5830060840
test,-0.6921544075,0.0034015179,0.4390044510
test,0.8831251860,-0.2379299402,1.5152627230
test,0.4889456034,0.6044911146,3.9149656296
test,0.2803422213,-0.8321206570,4.3215875626
test,0.6371096373,-0.2273173332,2.6125559807
test,-0.1392467022,0.4696621895,0.8162339926
test,0.8395104408,0.8439152241,3.3045279980
test,0.9536126852,-0.8378298283,2.3330430984
test,-0.6994962692,0.8955543041,0.9921027422
test,0.8771662712,0.7273273468,2.4729015827
test,0.6635315418,-0.6643240452,3.7144639492
